81087, 0, 2
81322, 0, 0
81493, 0, 4
81941, 0, 1
82389, 0, 3
82559, 0, 0
82773, 0, 4
82944, 0, 1
83157, 0, 2
83605, 0, 0
84010, 0, 3
84223, 0, 1
84416, 0, 4
84586, 0, 0
84842, 0, 2
85269, 0, 3
85674, 0, 1
86122, 0, 4
86485, 0, 0
86954, 0, 3
87381, 0, 1
87786, 0, 4
88170, 0, 0
88597, 0, 2
89002, 0, 1
89407, 0, 3
89834, 0, 0
90218, 0, 4
90688, 0, 1
90879, 0, 2
91263, 0, 0
91498, 0, 3
91690, 0, 1
92138, 0, 4
92330, 0, 0
92543, 0, 3
92949, 0, 1
93205, 0, 2
93546, 0, 0
94037, 0, 3
94421, 0, 1
94847, 0, 4
95082, 0, 0
95487, 0, 3
95637, 0, 1
95872, 0, 4
96106, 0, 2
96490, 0, 0
96938, 0, 3
97322, 0, 1
97770, 0, 4
98154, 0, 0
98602, 0, 2
98986, 0, 1
99456, 0, 3
99818, 0, 0
100288, 0, 4
100671, 0, 1
101098, 0, 3
101525, 0, 0
101952, 0, 4
102378, 0, 0
102762, 0, 3
103146, 0, 1
103573, 0, 2
104000, 0, 0
104426, 0, 3
104810, 0, 1
105365, 0, 4
105727, 0, 3
106047, 0, 2
106538, 0, 4
106922, 0, 0
107306, 0, 3
107776, 0, 1
108138, 0, 2
108608, 0, 0
108991, 0, 3
109354, 0, 1
109610, 0, 4
109823, 0, 0
110250, 0, 3
110613, 0, 1
111082, 0, 2
111487, 0, 0
111893, 0, 3
112319, 0, 1
112575, 0, 4
112746, 0, 0
112981, 0, 3
113173, 0, 1
113642, 0, 4
114090, 0, 2
114453, 0, 3
114901, 0, 0
115306, 0, 4
116928, 0, 0
118592, 0, 3
120234, 0, 1
121898, 0, 2
122751, 0, 4
123626, 0, 3
124437, 0, 0
125248, 0, 1
126186, 0, 3
126186, 0, 1
126912, 0, 2
127744, 0, 4
128618, 0, 0
129472, 0, 3
130325, 0, 1
131114, 0, 2
131946, 0, 0
132778, 0, 4
133589, 0, 1
134378, 0, 3
135253, 0, 2
136042, 0, 0
136938, 0, 4
137749, 0, 1
138559, 0, 3
139434, 0, 0
140223, 0, 4
141973, 0, 1
142805, 0, 1
143573, 0, 3
144384, 0, 3
145216, 0, 0
146069, 0, 4
146922, 0, 0
147306, 0, 3
147754, 0, 1
148181, 0, 2
148608, 0, 0
149013, 0, 4
149418, 0, 1
149824, 0, 3
150250, 0, 0
150634, 0, 4
151061, 0, 1
151445, 0, 2
151893, 0, 0
152320, 0, 3
152703, 0, 1
153173, 0, 4
153600, 0, 0
153983, 0, 2
154432, 0, 1
154858, 0, 3
155264, 0, 0
155647, 0, 4
156053, 0, 1
156522, 0, 2
156927, 0, 0
157333, 0, 3
157717, 0, 1
158143, 0, 4
158549, 0, 2
158954, 0, 0
159381, 0, 3
159786, 0, 1
160234, 0, 4
160682, 0, 0
161087, 0, 3
161493, 0, 1
161898, 0, 4
162282, 0, 0
162751, 0, 3
162794, 0, 0
163157, 0, 4
163541, 0, 1
163968, 0, 2
164394, 0, 0
164821, 0, 3
165162, 0, 1
165525, 0, 4
166037, 0, 0
166058, 0, 3
166485, 0, 4
166890, 0, 1
167317, 0, 2
167744, 0, 0
168149, 0, 3
168576, 0, 1
168832, 0, 4
169408, 0, 0
169429, 0, 3
169856, 0, 4
170218, 0, 1
170645, 0, 2
171136, 0, 0
171349, 0, 3
171541, 0, 1
171754, 0, 4
172010, 0, 2
172309, 0, 0
172778, 0, 3
173269, 0, 1
173610, 0, 4
174016, 0, 2
174229, 0, 0
174442, 0, 3
174890, 0, 1
175082, 0, 4
175253, 0, 0
175679, 0, 3
176106, 0, 1
176298, 0, 2
176511, 0, 0
176682, 0, 4
176938, 0, 1
177386, 0, 3
177557, 0, 0
177813, 0, 4
178218, 0, 1
178410, 0, 2
178623, 0, 0
178858, 0, 3
179029, 0, 1
179455, 0, 4
179818, 0, 0
180287, 0, 2
180671, 0, 1
180863, 0, 3
181077, 0, 0
181311, 0, 4
181525, 0, 1
181759, 0, 2
181951, 0, 0
182357, 0, 3
182762, 0, 1
183189, 0, 4
183594, 0, 0
184021, 0, 3
184192, 0, 1
184469, 0, 2
184874, 0, 0
185109, 0, 3
185279, 0, 4
0, 0, 1
0, 0, 2
